40.894482,14.374423,12.861402,52.860275,5.754769,3.051648,3.048564,159.416316,176.65501,148.337103,171.469291,166.037842,145.227762,173.470375,158.506623,0.000000
39.557927,12.720419,13.938679,51.127843,4.891541,3.393729,2.86464,157.064231,177.120247,151.988153,171.120486,167.025725,148.066983,174.435896,158.472632,0.000000
45.054789,20.483129,5.851806,51.069366,5.879661,3.095568,2.236542,162.353081,177.102073,148.972002,174.615599,164.495559,141.636569,170.619702,155.362133,0.000000
43.931654,19.775407,7.239702,51.21368,6.225457,2.832447,2.167846,161.859674,176.809149,149.058693,173.093366,165.561945,143.982901,172.482844,157.015715,0.000000
41.830435,14.658214,12.170704,52.097226,6.128448,2.810542,2.162588,158.127887,178.129726,153.001123,171.954439,165.992892,144.921905,173.721504,157.059675,0.000000
42.958677,18.02774,10.163808,51.751168,5.85218,2.932007,2.552355,159.064018,177.214349,150.853777,172.83203,166.152492,145.342749,172.699467,156.650663,0.000000
46.496608,21.230279,6.243074,51.708283,5.857998,2.87109,2.214228,157.985926,178.234319,154.197693,173.009484,166.038805,144.519475,171.703443,155.598251,0.000000
28.603799,16.095579,24.54847,50.893529,3.250216,2.02563,6.147813,160.386135,170.47397,149.632683,170.618318,167.725284,145.992153,172.303458,159.356516,0.000000
30.766008,15.564439,28.734054,53.388619,4.178984,1.61655,5.409033,157.724228,173.202998,151.801524,170.58422,167.702266,142.520585,170.762432,158.090146,0.000000
30.763751,15.027338,27.874508,54.092383,6.022057,1.60753,4.728767,153.94645,173.925077,152.83366,167.545265,168.375507,144.210219,172.554749,158.473081,0.000000
30.101122,15.401354,27.988456,52.551881,5.462643,1.704038,4.703467,155.503753,173.431704,153.031174,167.924735,167.25445,143.907669,173.666199,158.237643,0.000000
16.704942,26.096322,16.126469,52.475604,3.425327,2.091909,10.571846,142.224957,172.92414,169.419675,173.983019,166.286271,149.163184,164.482466,156.554629,0.000000
17.798278,28.005145,16.829103,53.536186,3.627206,2.412987,10.695152,138.561494,171.731232,166.457111,172.45692,168.165163,151.82673,166.444556,158.68742,0.000000
